Pclass,Age,SibSp,Parch,Fare,FamilySize,TicketGroup,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,FamilyCategory_Large,FamilyCategory_Small,AgeGroup_Teenager,AgeGroup_Adult,AgeGroup_Elderly,Survived
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2,0.4908120275713768,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,-0.5499987427657905,0.4783345406270387,0.7277823612437324,-0.058715379945941185,0.7031624336026958,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,-0.3269678634078261,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.7730296221237549,0.4783345406270387,-0.46618317148792077,-0.4990204076322475,0.07341192703021858,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,1.6803100508138538,-0.46508427634374117,-0.46618317148792077,-0.02748187061881904,-0.5563385795422586,-0.5490821079184883,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,3.0928389534142955,-0.46508427634374117,-0.46618317148792077,0.05901829234566822,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.5032723293686463,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,-0.17828061050251648,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.07341192703021858,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,-0.4577234615999265,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1.5316227979085442,0.4783345406270387,-0.46618317148792077,0.5014055539871158,0.07341192703021858,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,-1.8881840189135772,2.3651721745685985,1.9217478939753856,-0.08161995345249745,2.592413953320128,3.0541110795281816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.4908120275713768,0.4783345406270387,1.9217478939753856,1.836117519232802,1.3329129401751731,0.3517161889431792,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1,-0.7730296221237549,0.4783345406270387,-0.46618317148792077,0.4431030032431546,0.07341192703021858,-0.5490821079184883,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.017070700843111658,-0.5563385795422586,0.3517161889431792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,-0.5563385795422586,3.9549093763898493,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.6243423692184453,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.04475026885544795,0.4783345406270387,-0.46618317148792077,-0.162827077703015,0.07341192703021858,0.3517161889431792,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,-0.8473732485764098,-0.46508427634374117,0.7277823612437324,-0.18364941725442976,0.07341192703021858,0.3517161889431792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,1.2525144858048467,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.6394992804766865,-0.46508427634374117,-0.46618317148792077,4.075039579498675,-0.5563385795422586,2.153312782666514,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,-1.4421222601976482,2.3651721745685985,1.9217478939753856,-0.08161995345249745,2.592413953320128,3.0541110795281816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.029593357597206858,0.4783345406270387,0.7277823612437324,-0.4447094993802923,0.7031624336026958,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5102998689672489,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.10393698404986167,0.4783345406270387,-0.46618317148792077,-0.3325291450470453,0.07341192703021858,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,0.7138429069293413,0.4783345406270387,5.503644492170345,-0.01134455746647263,3.222164459892605,3.9549093763898493,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3,-2.0368712718188866,-0.46508427634374117,0.7277823612437324,-0.4447094993802923,0.07341192703021858,0.3517161889431792,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.3269678634078261,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.144747754387029,3.3085909915393783,0.7277823612437324,0.1638233740098041,2.592413953320128,3.0541110795281816,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1,0.416468401118722,0.4783345406270387,-0.46618317148792077,0.4201984297365983,0.07341192703021858,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,-0.9217168750290646,-0.46508427634374117,1.9217478939753856,1.6462864962444193,0.7031624336026958,1.2525144858048467,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5017106539022903,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5220124349649197,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.47565511631313573,-0.46508427634374117,-0.46618317148792077,-0.5053545633237878,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,1.5316227979085442,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.6243423692184453,1.4217533575978185,1.9217478939753856,4.800698112865479,1.9626634467476503,0.3517161889431792,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1,2.1263718095297826,-0.46508427634374117,-0.46618317148792077,2.3883426220079627,-0.5563385795422586,0.3517161889431792,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2,-1.962527645366232,0.4783345406270387,1.9217478939753856,0.2032129937392154,1.3329129401751731,0.3517161889431792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,-1.219091380839684,-0.46508427634374117,0.7277823612437324,-0.25652760568438143,0.07341192703021858,0.3517161889431792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2,2.0520281830771276,-0.46508427634374117,-0.46618317148792077,-0.40540733347699703,-0.5563385795422586,-0.5490821079184883,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.9960605014817194,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,-0.5563385795422586,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2,2.2750590624350924,0.4783345406270387,0.7277823612437324,0.14950801556820642,0.7031624336026958,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,2.1616394001419343,-0.5563385795422586,1.2525144858048467,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.9217168750290646,-0.46508427634374117,-0.46618317148792077,-0.48218971057283894,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.3269678634078261,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.48218971057283894,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0.4908120275713768,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,1.2525144858048467,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.11909389530810277,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.11909389530810277,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5563385795422586,-0.5490821079184883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.029593357597206858,-0.46508427634374117,-0.46618317148792077,-0.46509873426903764,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,1.5534542598223466,-0.5563385795422586,0.3517161889431792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1.605966424361199,-0.46508427634374117,0.7277823612437324,0.6154953168572276,0.07341192703021858,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-0.9960605014817194,-0.46508427634374117,-0.46618317148792077,-0.5015378284840135,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,-2.1112148982715415,-0.46508427634374117,1.9217478939753856,-0.3347842044204636,0.7031624336026958,0.3517161889431792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,-0.5002364322620501,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.8473732485764098,0.4783345406270387,0.7277823612437324,-0.1970111125445726,0.7031624336026958,0.3517161889431792,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
3,-1.6651531395556127,3.3085909915393783,0.7277823612437324,-0.05611258750201434,2.592413953320128,2.153312782666514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.02748187061881904,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,-0.17828061050251648,0.4783345406270387,-0.46618317148792077,-0.5011900954135049,0.07341192703021858,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,0.26778114821341237,0.4783345406270387,-0.46618317148792077,0.4431030032431546,0.07341192703021858,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
3,-1.6651531395556127,3.3085909915393783,0.7277823612437324,0.1638233740098041,2.592413953320128,3.0541110795281816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,1.5316227979085442,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2.2007154359824375,-0.46508427634374117,-0.46618317148792077,-0.38146164299287,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.10393698404986167,0.4783345406270387,-0.46618317148792077,1.0484250718744228,0.07341192703021858,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2.2750590624350924,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5563385795422586,-0.5490821079184883,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.9217168750290646,-0.46508427634374117,-0.46618317148792077,-0.36150759500074925,-0.5563385795422586,-0.5490821079184883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,0.230609334987085,0.4783345406270387,-0.46618317148792077,-0.03641881875428629,0.07341192703021858,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,-0.6243423692184453,-0.46508427634374117,-0.46618317148792077,0.9607109665140879,-0.5563385795422586,0.3517161889431792,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3,-1.962527645366232,3.3085909915393783,1.9217478939753856,-0.009002044266938455,3.222164459892605,2.153312782666514,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.40131148986048093,1.4217533575978185,3.1157134267070385,-0.2721443603479425,2.592413953320128,1.2525144858048467,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1,-0.8473732485764098,-0.46508427634374117,1.9217478939753856,0.9959361183332165,0.7031624336026958,1.2525144858048467,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1,1.4572791714558895,-0.46508427634374117,-0.46618317148792077,-0.1226566202404256,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3,0.8625301598346509,-0.46508427634374117,1.9217478939753856,-0.24169168875399843,0.7031624336026958,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.464751001198529,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,2.2007154359824375,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.8881840189135772,-0.46508427634374117,0.7277823612437324,-0.3831961438775028,0.07341192703021858,-0.5490821079184883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,0.11909389530810277,-0.46508427634374117,1.9217478939753856,-0.3451100026040101,0.7031624336026958,0.3517161889431792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,1.605966424361199,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,1.15990466564527,0.4783345406270387,0.7277823612437324,-0.11597681371233177,0.7031624336026958,1.2525144858048467,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.8473732485764098,0.4783345406270387,0.7277823612437324,-0.24169168875399843,0.7031624336026958,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3,-0.8473732485764098,7.082266259422497,1.9217478939753856,0.7856304888639273,5.741166486182514,3.0541110795281816,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,-0.8473732485764098,0.4783345406270387,-0.46618317148792077,-0.33981696389004046,0.07341192703021858,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
