Pclass,Age,SibSp,Parch,Fare,FamilySize,TicketGroup,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,FamilyCategory_Large,FamilyCategory_Small,AgeGroup_Teenager,AgeGroup_Adult,AgeGroup_Elderly
3,-1.8797787322822546,0.481287771858981,0.7107630931786129,-0.32058256596570306,0.7050506355744817,0.5049571517175739,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2.1377992461849877,-0.47908676070718687,-0.444999501816175,-0.13014037516330884,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,-0.6893852571808494,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0.7242069945020693,0.481287771858981,5.333813473157765,-0.038786126275866,3.2318440153609194,2.753218755793439,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3,-1.1357828103438763,-0.47908676070718687,-0.444999501816175,-0.4916093204225374,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1.9146004696034744,-0.47908676070718687,-0.444999501816175,-0.33411652876384274,-0.5583460543187373,-0.6191736503203585,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-2.02857791666993,3.3624113695574844,0.7107630931786129,-0.08035472629872359,2.6001456704143098,2.191153354774473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0.05461066475752886,-0.47908676070718687,-0.444999501816175,-0.3921192264701557,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0.12901025695136667,0.481287771858981,-0.444999501816175,-0.29544806362630077,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,0.12901025695136667,-0.47908676070718687,-0.444999501816175,-0.5037744195548081,-0.5583460543187373,-0.6191736503203585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.426608625726718,-0.47908676070718687,-0.444999501816175,-0.14077420307613292,-0.5583460543187373,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.35220903353288013,-0.47908676070718687,-0.444999501816175,-0.3921192264701557,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,-1.0613832181500384,-0.47908676070718687,-0.444999501816175,-0.4882258297230025,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.0941885196301468,-0.47908676070718687,-0.444999501816175,0.042901006327191425,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-1.5821803635069032,2.4020368369913165,0.7107630931786129,-0.23599529847733,1.9684473254677004,1.6290879537555065,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0.6498074023082314,0.481287771858981,5.333813473157765,-0.036611025111879254,3.2318440153609194,2.753218755793439,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.5037744195548081,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.7637848493746872,2.4020368369913165,1.8665256881734007,4.44143891572259,2.6001456704143098,2.191153354774473,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3,-0.838184441568525,-0.47908676070718687,-0.444999501816175,-0.4911259646083181,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.7986065866959071,-0.47908676070718687,-0.444999501816175,-0.10750385567179178,-0.5583460543187373,-0.6191736503203585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1.1706045476650961,0.481287771858981,-0.444999501816175,2.189402973498201,0.07335229062787217,0.5049571517175739,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,-0.838184441568525,-0.47908676070718687,-0.444999501816175,-0.49362394745620336,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,2.732995983735691,-0.47908676070718687,-0.444999501816175,-0.44045480789208313,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-0.0941885196301468,0.481287771858981,-0.444999501816175,0.9452451076977882,0.07335229062787217,-0.05710824930139227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,0.9474057710835827,0.481287771858981,-0.444999501816175,0.36191584371191265,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.5036932157780193,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.838184441568525,1.4416623044251486,-0.444999501816175,-0.29544806362630077,0.7050506355744817,-0.05710824930139227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3,-1.1357828103438763,0.481287771858981,-0.444999501816175,-0.42611460759582565,0.07335229062787217,-0.05710824930139227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3,0.7986065866959071,0.481287771858981,-0.444999501816175,-0.4602723962750734,0.07335229062787217,-0.6191736503203585,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,-0.16858811182398462,0.481287771858981,-0.444999501816175,-0.23744536591998783,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-1.9541783244760924,0.481287771858981,1.8665256881734007,0.16043767295926398,1.3367489805210908,1.0670225527365402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,-0.7637848493746872,-0.47908676070718687,-0.444999501816175,-0.4911259646083181,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,0.481287771858981,-0.444999501816175,-0.3437836450482282,0.07335229062787217,-0.05710824930139227,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.838184441568525,-0.47908676070718687,-0.444999501816175,-0.49362394745620336,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,-0.24298770401782244,1.4416623044251486,-0.444999501816175,-0.22431355515927853,0.7050506355744817,0.5049571517175739,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.838184441568525,0.481287771858981,-0.444999501816175,-0.29931491014005496,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3,-1.656579955700741,3.3624113695574844,0.7107630931786129,0.12386310520891992,2.6001456704143098,2.753218755793439,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,-0.4926572358277648,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1.4682029164404475,0.481287771858981,-0.444999501816175,0.8400359477515641,0.07335229062787217,0.5049571517175739,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2,-0.019788927436308962,0.481287771858981,-0.444999501816175,-0.14077420307613292,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,2.658596391541853,-0.47908676070718687,0.7107630931786129,0.554856017362192,0.07335229062787217,-0.05710824930139227,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.9102059749866638,-0.47908676070718687,-0.444999501816175,0.042901006327191425,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,-0.44045480789208313,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.05698872353322788,-0.47908676070718687,-0.444999501816175,-0.5036932157780193,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-1.8053791400884167,0.481287771858981,1.8665256881734007,-0.10693929608078369,1.3367489805210908,1.0670225527365402,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,-1.3589815869253898,4.322785902123652,1.8665256881734007,0.2633112576111806,3.8635423603075285,3.3152841568124054,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,-0.5405860727931737,-0.47908676070718687,-0.444999501816175,-0.5036932157780193,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0.6498074023082314,-0.47908676070718687,-0.444999501816175,0.9032743556375001,-0.5583460543187373,-0.05710824930139227,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1.1706045476650961,0.481287771858981,-0.444999501816175,0.9704608138139792,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3,-1.8797787322822546,2.4020368369913165,1.8665256881734007,-0.10403916119546806,2.6001456704143098,2.191153354774473,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0.9102059749866638,-0.47908676070718687,-0.444999501816175,-0.10750385567179178,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-1.7309795478945789,0.481287771858981,0.7107630931786129,-0.34869840696720983,0.7050506355744817,0.5049571517175739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,-0.019788927436308962,-0.47908676070718687,-0.444999501816175,-0.44045480789208313,-0.5583460543187373,-0.6191736503203585,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,-0.7637848493746872,-0.47908676070718687,-0.444999501816175,-0.48572978029837416,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.9125840337623629,3.3624113695574844,1.8665256881734007,-0.4902404567566684,3.2318440153609194,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3,-0.24298770401782244,1.4416623044251486,-0.444999501816175,-0.4759814602371998,0.7050506355744817,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0.20340984914520452,-0.47908676070718687,-0.444999501816175,-0.44045480789208313,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.9869836259562007,4.322785902123652,1.8665256881734007,0.2633112576111806,3.8635423603075285,3.3152841568124054,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,0.7776018439404888,-0.5583460543187373,2.753218755793439,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,0.481287771858981,-0.444999501816175,-0.3640033854686489,0.07335229062787217,-0.05710824930139227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,0.20340984914520452,-0.47908676070718687,-0.444999501816175,0.4488386864945933,-0.5583460543187373,3.3152841568124054,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.3173872962116603,-0.47908676070718687,-0.444999501816175,-0.4955573707130805,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-2.1156254395367204,-0.47908676070718687,1.8665256881734007,-0.08277150536981996,0.7050506355744817,0.5049571517175739,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,0.05461066475752886,-0.47908676070718687,-0.444999501816175,-0.40226969856876044,-0.5583460543187373,-0.05710824930139227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.5405860727931737,-0.47908676070718687,-0.444999501816175,-0.4694561567452396,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.019788927436308962,-0.47908676070718687,-0.444999501816175,-0.4597890404608541,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.838184441568525,-0.47908676070718687,-0.444999501816175,-0.4928989137348744,-0.5583460543187373,-0.6191736503203585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,-0.0941885196301468,-0.47908676070718687,-0.444999501816175,0.26717810412493487,-0.5583460543187373,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-0.9125840337623629,-0.47908676070718687,-0.444999501816175,-0.44045480789208313,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,0.27780944133904234,2.4020368369913165,-0.444999501816175,-0.33701666364915833,1.3367489805210908,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.9869836259562007,0.481287771858981,3.022288283168189,0.02114999468732407,1.9684473254677004,1.6290879537555065,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.46618648059933593,2.4020368369913165,1.8665256881734007,4.44143891572259,2.6001456704143098,2.191153354774473,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3,-0.3917868884054981,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.019788927436308962,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.6893852571808494,-0.47908676070718687,-0.444999501816175,-0.4916093204225374,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1.245004139858934,0.481287771858981,-0.444999501816175,0.5393074275303864,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,-0.24298770401782244,0.481287771858981,1.8665256881734007,-0.2456624147617155,1.3367489805210908,1.0670225527365402,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,2.212198838378826,-0.47908676070718687,-0.444999501816175,-0.5032910637405889,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3.10499394470488,-0.47908676070718687,-0.444999501816175,0.02654811242052499,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.46618648059933593,-0.47908676070718687,0.7107630931786129,0.5815198574977841,0.07335229062787217,-0.05710824930139227,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2,0.35220903353288013,-0.47908676070718687,0.7107630931786129,-0.19877690078244586,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0.35220903353288013,0.481287771858981,-0.444999501816175,-0.14077420307613292,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.0941885196301468,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.6149856649870116,-0.47908676070718687,0.7107630931786129,0.8508302497947088,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3,0.27780944133904234,-0.47908676070718687,-0.444999501816175,-0.4761419343675206,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0.5754078101143936,1.4416623044251486,-0.444999501816175,-0.4902404567566684,0.7050506355744817,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.0941885196301468,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,-0.4955573707130805,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.4931405916419841,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0.6498074023082314,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.838184441568525,0.481287771858981,-0.444999501816175,-0.17654253332835926,0.07335229062787217,0.5049571517175739,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,1.3194037320527718,-0.47908676070718687,-0.444999501816175,0.36191584371191265,-0.5583460543187373,-0.05710824930139227,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,-1.0985830142469575,0.481287771858981,-0.444999501816175,-0.3640033854686489,0.07335229062787217,-0.05710824930139227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
3,-0.5405860727931737,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.6893852571808494,0.481287771858981,-0.444999501816175,-0.45350541487600354,0.07335229062787217,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.9125840337623629,-0.47908676070718687,-0.444999501816175,-0.3639241151151169,-0.5583460543187373,-0.05710824930139227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,-0.6149856649870116,-0.47908676070718687,-0.444999501816175,-0.4902404567566684,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,3.067794148607961,-0.47908676070718687,-0.444999501816175,-0.49362394745620336,-0.5583460543187373,-0.6191736503203585,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,-0.019788927436308962,0.481287771858981,-0.444999501816175,-0.23744536591998783,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,-0.3917868884054981,-0.47908676070718687,0.7107630931786129,4.14216046294407,0.07335229062787217,0.5049571517175739,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,-2.02857791666993,3.3624113695574844,1.8665256881734007,-0.038786126275866,3.2318440153609194,2.753218755793439,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,-0.6149856649870116,1.4416623044251486,-0.444999501816175,0.7776018439404888,0.7050506355744817,2.753218755793439,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.48782367768557205,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0.24060964524212342,0.481287771858981,-0.444999501816175,-0.062068409135180025,0.07335229062787217,-0.05710824930139227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,0.24060964524212342,-0.47908676070718687,-0.444999501816175,-0.3921192264701557,-0.5583460543187373,-0.6191736503203585,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1.8402008774096366,-0.47908676070718687,0.7107630931786129,0.8508302497947088,0.07335229062787217,-0.05710824930139227,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3,-1.284581994731552,0.481287771858981,-0.444999501816175,-0.42611460759582565,0.07335229062787217,-0.05710824930139227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,-0.24298770401782244,-0.47908676070718687,-0.444999501816175,-0.49362394745620336,-0.5583460543187373,-0.6191736503203585,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.3917868884054981,-0.47908676070718687,-0.444999501816175,-0.5053849611277867,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.838184441568525,0.481287771858981,0.7107630931786129,-0.2111836778218262,0.7050506355744817,0.5049571517175739,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3,1.1706045476650961,-0.47908676070718687,-0.444999501816175,-0.5086079776970008,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0.27780944133904234,-0.47908676070718687,-0.444999501816175,-0.4908050163476765,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,-0.6893852571808494,-0.47908676070718687,-0.444999501816175,-0.507157910254343,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1.3194037320527718,0.481287771858981,-0.444999501816175,-0.3631178776169992,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,-0.019788927436308962,0.481287771858981,-0.444999501816175,-0.14077420307613292,0.07335229062787217,-0.05710824930139227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2,-0.3173872962116603,-0.47908676070718687,-0.444999501816175,-0.3921192264701557,-0.5583460543187373,-0.6191736503203585,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,-0.46618648059933593,-0.47908676070718687,-0.444999501816175,-0.352565253480964,-0.5583460543187373,-0.6191736503203585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.7637848493746872,-0.47908676070718687,1.8665256881734007,-0.13529681498940008,0.7050506355744817,-0.6191736503203585,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
